PlantingDepth,SoilAcidity,WaterVapor,LiquidWater,CO2,HeatPad,RedLight,BlueLight,UVLight,Predictions
3.48116155579,13.2549837205,4.88839036345,96.2205076405,27.2205895997,123.22084389,94.7379739545,89.3120780369,94.993815414,89.0112533569336
0.525180465404,1.68041231569,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.1474380493164
0.525180465404,13.2549837205,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.99134826660156
2.71959467524,13.2549837205,4.88839036345,96.2205076405,27.2205895997,123.22084389,94.7379739545,89.3120780369,94.993815414,88.969970703125
0.525180465404,13.2549837205,4.88839036345,96.2205076405,26.8187637566,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.95165252685547
3.48116155579,13.2549837205,4.88839036345,96.2205076405,26.8187637566,123.22084389,94.7379739545,89.3120780369,94.993815414,88.94752502441406
2.71959467524,13.2549837205,4.88839036345,96.2205076405,26.8187637566,123.22084389,94.7379739545,89.3120780369,94.993815414,88.89948272705078
0.525180465404,13.2549837205,4.88839036345,96.2205076405,27.2205895997,123.22084389,94.7379739545,89.3120780369,94.993815414,88.82231140136719
0.525180465404,13.2549837205,4.88839036345,96.2205076405,26.8187637566,123.22084389,94.7379739545,89.3120780369,94.993815414,88.74028015136719
0.525180465404,8.34588163673,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.68963623046875
0.525180465404,8.34588163673,4.88839036345,96.2205076405,26.8187637566,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.64998626708984
2.71959467524,13.2549837205,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.47991943359375
2.71959467524,13.2549837205,4.88839036345,96.2205076405,26.8187637566,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.44185638427734
3.48116155579,8.34588163673,4.88839036345,96.2205076405,27.2205895997,123.22084389,94.7379739545,89.3120780369,94.993815414,88.36260223388672
3.48116155579,13.2549837205,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.31083679199219
3.48116155579,8.34588163673,4.88839036345,96.2205076405,26.8187637566,123.22084389,94.7379739545,89.3120780369,94.993815414,88.2886962890625
2.71959467524,8.34588163673,4.88839036345,96.2205076405,27.2205895997,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.28031158447266
2.71959467524,8.34588163673,4.88839036345,96.2205076405,27.2205895997,123.22084389,94.7379739545,89.3120780369,94.993815414,88.27641296386719
3.48116155579,13.2549837205,4.88839036345,96.2205076405,26.8187637566,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.27525329589844
2.71959467524,8.34588163673,4.88839036345,96.2205076405,26.8187637566,88.0987472789,94.7379739545,89.3120780369,94.993815414,88.2437744140625
